"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"12588","Finland","214.90","2011-10-31 15:01:00","1","Low value","214.90"
"16338","United Kingdom","214.80","2011-07-05 13:56:00","1","Low value","214.80"
"16411","United Kingdom","214.65","2011-11-20 13:23:00","2","Low value","107.33"
"16846","United Kingdom","214.32","2011-10-20 13:55:00","1","Low value","214.32"
"16647","United Kingdom","214.06","2011-06-23 11:47:00","2","Low value","107.03"
"14601","United Kingdom","213.96","2011-11-29 09:48:00","1","Low value","213.96"
"13621","United Kingdom","213.85","2011-08-15 08:26:00","1","Low value","213.85"
"17153","United Kingdom","213.78","2011-11-15 13:42:00","1","Low value","213.78"
"14241","United Kingdom","213.70","2011-06-09 11:46:00","1","Low value","213.70"
"13411","United Kingdom","213.55","2011-08-24 13:57:00","1","Low value","213.55"
"16591","United Kingdom","213.50","2011-10-02 10:43:00","1","Low value","213.50"
"15540","United Kingdom","213.30","2011-11-28 13:51:00","1","Low value","213.30"
"14984","United Kingdom","213.27","2011-11-20 14:28:00","2","Low value","106.64"
"17928","United Kingdom","212.54","2011-10-25 13:52:00","2","Low value","106.27"
"16017","United Kingdom","211.88","2011-10-23 12:56:00","1","Low value","211.88"
"16356","United Kingdom","211.77","2011-05-26 11:51:00","3","Low value","70.59"
"15703","United Kingdom","211.50","2011-03-20 10:51:00","1","Low value","211.50"
"12995","United Kingdom","211.32","2011-09-15 15:44:00","1","Low value","211.32"
"16415","United Kingdom","210.35","2011-10-26 13:35:00","1","Low value","210.35"
"13532","United Kingdom","210.31","2011-11-06 12:25:00","1","Low value","210.31"
"13828","United Kingdom","209.49","2011-11-17 16:02:00","1","Low value","209.49"
"17855","United Kingdom","208.97","2010-12-02 09:44:00","1","Low value","208.97"
"15327","United Kingdom","208.75","2011-10-18 11:55:00","1","Low value","208.75"
"17514","United Kingdom","208.65","2011-08-03 15:45:00","1","Low value","208.65"
"16914","United Kingdom","208.46","2011-11-03 15:27:00","1","Low value","208.46"
"16457","United Kingdom","208.36","2011-05-05 13:19:00","1","Low value","208.36"
"12547","Spain","207.80","2011-05-26 12:38:00","2","Low value","103.90"
"18191","United Kingdom","207.80","2011-03-23 12:08:00","1","Low value","207.80"
"16866","United Kingdom","207.74","2011-07-22 10:06:00","3","Low value","69.25"
"17923","United Kingdom","207.50","2011-03-02 15:15:00","1","Low value","207.50"
"16752","United Kingdom","207.50","2010-12-02 12:18:00","1","Low value","207.50"
"16323","United Kingdom","207.50","2011-05-27 14:48:00","1","Low value","207.50"
"13099","United Kingdom","207.36","2011-09-01 17:40:00","1","Low value","207.36"
"15925","United Kingdom","207.15","2011-05-29 15:35:00","1","Low value","207.15"
"15820","United Kingdom","206.98","2011-01-24 12:00:00","1","Low value","206.98"
"18126","United Kingdom","206.83","2011-10-10 12:19:00","1","Low value","206.83"
"17166","United Kingdom","206.34","2011-11-01 09:46:00","2","Low value","103.17"
"14964","United Kingdom","206.21","2011-04-06 14:13:00","1","Low value","206.21"
"13065","United Kingdom","205.86","2010-12-01 16:52:00","1","Low value","205.86"
"17670","United Kingdom","205.70","2011-04-26 09:12:00","1","Low value","205.70"
"17843","United Kingdom","205.48","2011-02-09 15:33:00","1","Low value","205.48"
"15307","United Kingdom","205.30","2011-09-05 11:38:00","1","Low value","205.30"
"15758","United Kingdom","205.25","2011-11-15 10:48:00","1","Low value","205.25"
"13513","United Kingdom","205.10","2011-08-05 11:50:00","1","Low value","205.10"
"15319","United Kingdom","204.50","2011-03-01 12:48:00","1","Low value","204.50"
"17206","United Kingdom","204.24","2011-10-17 13:25:00","1","Low value","204.24"
"18273","United Kingdom","204.00","2011-12-07 13:16:00","3","Low value","68.00"
"13017","United Kingdom","204.00","2011-12-02 15:53:00","1","Low value","204.00"
"17187","United Kingdom","203.95","2011-04-27 12:39:00","1","Low value","203.95"
"17889","United Kingdom","203.87","2011-05-11 16:26:00","2","Low value","101.94"
"17394","United Kingdom","203.87","2011-05-04 13:22:00","1","Low value","203.87"
"17891","United Kingdom","203.86","2011-06-30 20:08:00","1","Low value","203.86"
"17376","United Kingdom","203.20","2011-09-30 12:36:00","2","Low value","101.60"
"15723","United Kingdom","203.10","2010-12-10 11:12:00","1","Low value","203.10"
"14381","United Kingdom","202.68","2011-10-18 17:10:00","1","Low value","202.68"
"18169","United Kingdom","202.65","2011-10-10 12:18:00","1","Low value","202.65"
"14385","United Kingdom","202.11","2011-11-30 15:36:00","3","Low value","67.37"
"15347","United Kingdom","201.60","2010-12-08 15:25:00","1","Low value","201.60"
"13295","United Kingdom","201.20","2010-12-15 11:21:00","1","Low value","201.20"
"16965","United Kingdom","201.19","2011-04-27 12:08:00","1","Low value","201.19"
"13284","United Kingdom","201.19","2011-01-13 09:23:00","1","Low value","201.19"
"13859","United Kingdom","201.16","2011-01-17 16:14:00","1","Low value","201.16"
"17988","United Kingdom","201.12","2011-11-28 11:00:00","7","Low value","28.73"
"17693","United Kingdom","200.47","2011-07-25 15:48:00","1","Low value","200.47"
"13262","United Kingdom","200.29","2011-03-21 15:06:00","1","Low value","200.29"
"15437","United Kingdom","200.16","2011-03-22 13:11:00","1","Low value","200.16"
"13980","United Kingdom","200.14","2011-10-10 13:34:00","1","Low value","200.14"
"14782","United Kingdom","200.10","2011-01-24 11:12:00","1","Low value","200.10"
"13723","United Kingdom","199.85","2011-05-06 17:04:00","1","Low value","199.85"
"15593","United Kingdom","199.80","2011-09-30 11:46:00","1","Low value","199.80"
"13322","United Kingdom","199.48","2011-11-22 14:21:00","1","Low value","199.48"
"17383","United Kingdom","199.29","2011-12-05 17:36:00","1","Low value","199.29"
"16832","United Kingdom","199.15","2011-06-08 15:36:00","3","Low value","66.38"
"17987","United Kingdom","198.57","2011-06-07 14:22:00","1","Low value","198.57"
"16178","United Kingdom","197.90","2011-07-24 16:05:00","1","Low value","197.90"
"12450","Spain","197.88","2011-07-06 14:41:00","2","Low value","98.94"
"12581","Germany","197.71","2011-10-31 08:56:00","1","Low value","197.71"
"14185","United Kingdom","197.65","2011-01-12 13:52:00","1","Low value","197.65"
"14789","United Kingdom","197.64","2011-11-11 08:59:00","1","Low value","197.64"
"17301","United Kingdom","197.63","2011-11-18 13:43:00","1","Low value","197.63"
"16829","United Kingdom","197.22","2011-07-06 10:48:00","1","Low value","197.22"
"14830","United Kingdom","197.13","2011-10-17 14:29:00","1","Low value","197.13"
"15234","United Kingdom","197.00","2011-03-08 08:53:00","1","Low value","197.00"
"12586","Italy","196.94","2011-11-22 16:24:00","1","Low value","196.94"
"13436","United Kingdom","196.89","2011-12-08 10:33:00","1","Low value","196.89"
"15746","United Kingdom","196.88","2011-07-28 15:21:00","1","Low value","196.88"
"13978","United Kingdom","196.79","2011-11-25 11:36:00","2","Low value","98.40"
"17660","United Kingdom","196.00","2011-07-21 13:37:00","1","Low value","196.00"
"16112","United Kingdom","195.74","2011-07-19 14:28:00","4","Low value","48.94"
"13792","United Kingdom","195.55","2011-10-04 14:31:00","2","Low value","97.78"
"17010","United Kingdom","195.36","2011-11-21 14:49:00","1","Low value","195.36"
"14666","United Kingdom","195.25","2011-11-15 12:57:00","1","Low value","195.25"
"15612","United Kingdom","195.15","2011-11-03 14:52:00","2","Low value","97.58"
"14100","United Kingdom","194.90","2011-07-25 11:01:00","1","Low value","194.90"
"16887","United Kingdom","194.88","2011-11-04 14:07:00","1","Low value","194.88"
"14087","United Kingdom","194.42","2011-12-07 12:41:00","1","Low value","194.42"
"17475","United Kingdom","194.37","2011-09-21 14:55:00","1","Low value","194.37"
"15683","United Kingdom","193.75","2011-08-14 12:56:00","1","Low value","193.75"
"15198","United Kingdom","193.64","2011-09-08 14:42:00","2","Low value","96.82"
"17343","United Kingdom","193.64","2010-12-19 15:07:00","1","Low value","193.64"
"16847","United Kingdom","193.44","2011-10-27 13:29:00","1","Low value","193.44"
"17608","United Kingdom","193.42","2011-11-06 13:06:00","2","Low value","96.71"
"14806","United Kingdom","193.39","2011-09-25 15:32:00","1","Low value","193.39"
"14801","United Kingdom","193.14","2011-10-09 15:24:00","1","Low value","193.14"
"13568","United Kingdom","192.85","2011-06-19 14:42:00","1","Low value","192.85"
"12522","Germany","192.72","2011-10-31 15:30:00","2","Low value","96.36"
"12791","Netherlands","192.60","2010-12-01 11:27:00","1","Low value","192.60"
"14768","United Kingdom","192.60","2011-11-22 12:54:00","2","Low value","96.30"
"15909","United Kingdom","191.94","2011-06-19 10:38:00","1","Low value","191.94"
"17904","United Kingdom","191.67","2011-11-18 12:57:00","1","Low value","191.67"
"14966","United Kingdom","191.32","2011-11-25 12:20:00","1","Low value","191.32"
"15692","United Kingdom","191.04","2011-11-11 14:12:00","1","Low value","191.04"
"17233","United Kingdom","190.88","2011-11-04 14:06:00","1","Low value","190.88"
"13033","United Kingdom","190.55","2010-12-17 14:23:00","1","Low value","190.55"
"15412","United Kingdom","190.53","2011-06-21 15:24:00","1","Low value","190.53"
"13972","United Kingdom","190.25","2011-09-30 11:54:00","2","Low value","95.13"
"17885","United Kingdom","190.19","2011-11-27 14:40:00","1","Low value","190.19"
"12361","Belgium","189.90","2011-02-25 13:51:00","1","Low value","189.90"
"13826","United Kingdom","189.50","2011-06-16 13:48:00","1","Low value","189.50"
"13663","United Kingdom","189.47","2011-06-13 15:44:00","1","Low value","189.47"
"18045","United Kingdom","189.40","2011-10-25 13:07:00","1","Low value","189.40"
"16448","United Kingdom","188.89","2011-05-25 16:28:00","1","Low value","188.89"
"14697","United Kingdom","188.61","2011-05-05 15:39:00","2","Low value","94.31"
"12893","United Kingdom","188.14","2011-11-09 12:34:00","1","Low value","188.14"
"17781","United Kingdom","188.02","2011-07-03 16:00:00","2","Low value","94.01"
"14722","United Kingdom","187.92","2011-07-15 14:58:00","1","Low value","187.92"
"17279","United Kingdom","187.83","2011-10-13 11:58:00","1","Low value","187.83"
"18013","United Kingdom","187.29","2011-07-07 14:11:00","2","Low value","93.65"
"17440","United Kingdom","186.42","2011-07-06 11:54:00","3","Low value","62.14"
"13672","United Kingdom","186.39","2011-02-11 13:53:00","2","Low value","93.20"
"14551","United Kingdom","186.23","2011-11-21 13:36:00","2","Low value","93.12"
"15567","United Kingdom","186.01","2011-11-21 10:48:00","1","Low value","186.01"
"12641","Sweden","185.90","2011-08-16 13:26:00","1","Low value","185.90"
"17574","United Kingdom","185.65","2011-04-11 09:47:00","1","Low value","185.65"
"14199","United Kingdom","185.40","2011-05-05 13:44:00","1","Low value","185.40"
"16097","United Kingdom","185.05","2011-04-13 13:47:00","1","Low value","185.05"
"13482","United Kingdom","184.64","2011-04-21 17:03:00","1","Low value","184.64"
"17680","United Kingdom","184.40","2011-11-16 12:42:00","1","Low value","184.40"
"16433","United Kingdom","184.26","2011-11-11 14:09:00","1","Low value","184.26"
"15124","United Kingdom","184.19","2011-11-17 10:09:00","2","Low value","92.10"
"14326","United Kingdom","183.85","2011-04-11 15:04:00","1","Low value","183.85"
"16680","United Kingdom","183.70","2011-10-27 17:35:00","1","Low value","183.70"
"14059","United Kingdom","183.60","2011-03-18 10:06:00","1","Low value","183.60"
"13460","United Kingdom","183.44","2011-11-10 17:17:00","2","Low value","91.72"
"13059","United Kingdom","183.40","2011-04-04 10:40:00","1","Low value","183.40"
"17772","United Kingdom","182.77","2011-11-29 11:05:00","2","Low value","91.39"
"14082","United Kingdom","182.25","2010-12-10 11:02:00","1","Low value","182.25"
"18119","United Kingdom","181.12","2010-12-07 11:59:00","1","Low value","181.12"
"16594","United Kingdom","181.09","2011-09-25 14:08:00","1","Low value","181.09"
"15886","United Kingdom","181.09","2011-10-10 14:25:00","1","Low value","181.09"
"15945","United Kingdom","181.00","2010-12-09 13:14:00","1","Low value","181.00"
"15292","United Kingdom","180.94","2011-05-22 15:00:00","1","Low value","180.94"
"16835","United Kingdom","180.85","2011-08-03 13:50:00","2","Low value","90.43"
"18280","United Kingdom","180.60","2011-03-07 09:52:00","1","Low value","180.60"
"13710","United Kingdom","180.48","2011-11-08 08:16:00","1","Low value","180.48"
"15041","United Kingdom","180.35","2011-06-22 16:16:00","1","Low value","180.35"
"13598","United Kingdom","180.17","2011-10-23 14:28:00","1","Low value","180.17"
"12622","Germany","180.10","2011-04-21 16:39:00","1","Low value","180.10"
"18147","United Kingdom","179.34","2011-10-25 11:46:00","2","Low value","89.67"
"15895","United Kingdom","179.17","2011-07-13 10:27:00","1","Low value","179.17"
"15454","United Kingdom","179.10","2010-12-12 14:21:00","1","Low value","179.10"
"14705","United Kingdom","179.00","2011-05-25 12:39:00","1","Low value","179.00"
"16990","United Kingdom","179.00","2011-05-05 08:30:00","1","Low value","179.00"
"15139","United Kingdom","178.96","2011-04-14 11:39:00","2","Low value","89.48"
"16620","United Kingdom","178.96","2011-12-06 12:19:00","2","Low value","89.48"
"15262","United Kingdom","178.95","2011-01-20 12:16:00","1","Low value","178.95"
"13778","United Kingdom","178.70","2011-08-28 15:25:00","1","Low value","178.70"
"17879","United Kingdom","178.52","2011-06-19 12:36:00","1","Low value","178.52"
"17253","United Kingdom","178.26","2011-11-21 12:59:00","1","Low value","178.26"
"17356","United Kingdom","178.22","2011-02-01 11:07:00","1","Low value","178.22"
"18282","United Kingdom","178.05","2011-12-02 11:43:00","2","Low value","89.03"
"16403","United Kingdom","177.50","2011-01-31 13:39:00","1","Low value","177.50"
"13618","United Kingdom","177.34","2011-06-19 11:09:00","1","Low value","177.34"
"12618","Italy","177.31","2011-11-18 11:10:00","1","Low value","177.31"
"13072","United Kingdom","177.15","2011-03-18 08:12:00","1","Low value","177.15"
"12923","United Kingdom","176.97","2011-10-06 16:20:00","1","Low value","176.97"
"17947","United Kingdom","176.68","2011-11-02 13:05:00","1","Low value","176.68"
"14287","United Kingdom","176.63","2011-12-01 13:25:00","3","Low value","58.88"
"12509","France","176.50","2011-02-28 14:45:00","1","Low value","176.50"
"18274","United Kingdom","175.92","2011-11-09 17:03:00","1","Low value","175.92"
"17582","United Kingdom","175.27","2011-04-17 13:18:00","1","Low value","175.27"
"16144","United Kingdom","175.20","2011-04-07 10:09:00","1","Low value","175.20"
"17331","United Kingdom","175.20","2011-08-08 11:55:00","1","Low value","175.20"
"18010","United Kingdom","174.80","2011-03-28 12:27:00","1","Low value","174.80"
"14355","United Kingdom","174.40","2010-12-09 12:16:00","1","Low value","174.40"
"13560","United Kingdom","174.37","2011-12-02 13:11:00","1","Low value","174.37"
"14518","United Kingdom","174.37","2011-10-06 14:43:00","1","Low value","174.37"
"15335","United Kingdom","173.97","2011-10-17 12:50:00","1","Low value","173.97"
"18278","United Kingdom","173.90","2011-09-27 11:58:00","1","Low value","173.90"
"16861","United Kingdom","173.76","2011-10-11 09:05:00","2","Low value","86.88"
"14798","United Kingdom","173.74","2011-10-18 10:58:00","3","Low value","57.91"
"16565","United Kingdom","173.70","2010-12-10 15:21:00","1","Low value","173.70"
"12441","France","173.55","2010-12-08 10:45:00","1","Low value","173.55"
"15565","United Kingdom","173.16","2011-10-20 14:33:00","2","Low value","86.58"
"15670","United Kingdom","173.05","2011-02-16 10:50:00","1","Low value","173.05"
"14693","United Kingdom","172.90","2011-03-20 12:50:00","1","Low value","172.90"
"18048","United Kingdom","172.29","2011-05-20 14:58:00","2","Low value","86.15"
"13690","United Kingdom","172.25","2011-10-11 15:03:00","1","Low value","172.25"
"13922","United Kingdom","172.25","2010-12-23 10:38:00","1","Low value","172.25"
"12442","Spain","172.06","2011-12-06 14:22:00","1","Low value","172.06"
"14536","United Kingdom","171.80","2011-03-25 12:21:00","1","Low value","171.80"
"16773","United Kingdom","171.59","2011-10-13 14:37:00","1","Low value","171.59"
"17245","United Kingdom","171.45","2011-05-19 10:43:00","1","Low value","171.45"
"15432","United Kingdom","171.19","2011-11-16 16:30:00","1","Low value","171.19"
"17542","United Kingdom","170.75","2011-03-15 11:45:00","1","Low value","170.75"
"14860","United Kingdom","170.32","2011-11-20 14:17:00","1","Low value","170.32"
"18058","United Kingdom","170.16","2011-11-30 08:38:00","1","Low value","170.16"
"15016","United Kingdom","170.04","2011-06-20 12:06:00","1","Low value","170.04"
"16921","United Kingdom","169.79","2011-10-09 16:22:00","1","Low value","169.79"
"13962","United Kingdom","169.55","2011-11-18 08:47:00","2","Low value","84.78"
"14218","United Kingdom","169.48","2011-10-28 10:00:00","1","Low value","169.48"
"18004","United Kingdom","169.47","2010-12-12 13:47:00","1","Low value","169.47"
"12367","Denmark","168.90","2011-12-05 16:48:00","1","Low value","168.90"
"14578","United Kingdom","168.63","2011-12-06 17:18:00","1","Low value","168.63"
"18269","United Kingdom","168.60","2010-12-08 13:53:00","1","Low value","168.60"
"17367","United Kingdom","168.40","2011-04-15 14:21:00","1","Low value","168.40"
"15888","United Kingdom","168.31","2011-09-20 12:30:00","1","Low value","168.31"
"18099","United Kingdom","168.31","2011-08-04 15:52:00","1","Low value","168.31"
"16282","United Kingdom","168.30","2011-01-04 11:42:00","1","Low value","168.30"
"17737","United Kingdom","168.24","2011-11-30 15:16:00","2","Low value","84.12"
"15986","United Kingdom","168.12","2011-11-09 15:17:00","1","Low value","168.12"
"15374","United Kingdom","168.00","2011-08-03 09:59:00","1","Low value","168.00"
"12551","Spain","168.00","2010-12-17 11:23:00","1","Low value","168.00"
"18088","United Kingdom","167.67","2011-10-09 13:41:00","1","Low value","167.67"
"17561","United Kingdom","167.62","2011-11-20 12:53:00","1","Low value","167.62"
"16952","United Kingdom","167.61","2011-08-22 13:03:00","2","Low value","83.81"
"15920","United Kingdom","167.50","2011-07-08 15:31:00","4","Low value","41.88"
"16405","United Kingdom","167.25","2011-02-10 15:24:00","2","Low value","83.63"
"18014","United Kingdom","166.42","2011-11-11 15:28:00","1","Low value","166.42"
"14295","United Kingdom","166.20","2011-10-30 15:50:00","1","Low value","166.20"
"17650","United Kingdom","166.08","2011-11-18 14:52:00","1","Low value","166.08"
"12817","Austria","166.04","2011-03-03 16:28:00","1","Low value","166.04"
"14485","United Kingdom","165.75","2011-11-01 12:25:00","1","Low value","165.75"
"14552","United Kingdom","165.07","2011-07-11 12:49:00","1","Low value","165.07"
"18042","United Kingdom","165.05","2011-10-17 11:49:00","1","Low value","165.05"
"13470","United Kingdom","165.00","2011-09-01 14:57:00","2","Low value","82.50"
"15316","United Kingdom","165.00","2011-01-17 11:34:00","1","Low value","165.00"
"15904","United Kingdom","164.68","2011-12-01 14:50:00","1","Low value","164.68"
"17535","United Kingdom","164.40","2011-03-04 15:20:00","1","Low value","164.40"
"13603","United Kingdom","164.34","2011-11-13 15:57:00","1","Low value","164.34"
"12920","United Kingdom","164.23","2011-11-22 15:05:00","1","Low value","164.23"
"18200","United Kingdom","163.80","2011-08-25 18:45:00","1","Low value","163.80"
"14354","United Kingdom","163.62","2011-12-04 11:32:00","2","Low value","81.81"
"17110","United Kingdom","163.30","2011-06-27 12:58:00","1","Low value","163.30"
"13223","United Kingdom","163.20","2011-05-23 13:03:00","2","Low value","81.60"
"16406","United Kingdom","163.07","2011-11-21 11:57:00","1","Low value","163.07"
"15167","United Kingdom","163.00","2011-01-23 12:41:00","1","Low value","163.00"
"16517","United Kingdom","162.70","2011-03-07 13:50:00","1","Low value","162.70"
"15733","United Kingdom","162.30","2011-03-02 09:05:00","1","Low value","162.30"
"15325","United Kingdom","162.29","2011-08-28 11:55:00","1","Low value","162.29"
"16932","United Kingdom","161.94","2011-10-17 14:12:00","1","Low value","161.94"
"17600","United Kingdom","161.67","2011-11-22 09:43:00","1","Low value","161.67"
"15458","United Kingdom","161.64","2011-11-14 13:08:00","1","Low value","161.64"
"16113","United Kingdom","161.38","2011-06-09 16:16:00","1","Low value","161.38"
"14362","United Kingdom","161.20","2011-11-17 15:08:00","1","Low value","161.20"
"14204","United Kingdom","161.03","2011-12-07 13:38:00","1","Low value","161.03"
"14089","United Kingdom","161.00","2011-10-14 10:38:00","1","Low value","161.00"
"14237","United Kingdom","161.00","2010-12-01 13:20:00","1","Low value","161.00"
"13229","United Kingdom","160.95","2011-04-28 12:07:00","1","Low value","160.95"
"15852","United Kingdom","160.71","2011-06-06 11:22:00","2","Low value","80.36"
"17344","United Kingdom","160.57","2011-10-24 12:56:00","1","Low value","160.57"
"12573","France","160.54","2011-04-26 15:52:00","1","Low value","160.54"
"18203","United Kingdom","160.42","2011-07-05 13:07:00","1","Low value","160.42"
"18146","United Kingdom","160.35","2011-07-22 12:08:00","2","Low value","80.18"
"14714","United Kingdom","160.19","2011-11-15 13:07:00","1","Low value","160.19"
"12966","United Kingdom","160.18","2011-11-30 12:38:00","1","Low value","160.18"
"13420","United Kingdom","159.85","2011-07-13 08:48:00","2","Low value","79.93"
"16213","United Kingdom","159.00","2011-09-22 10:03:00","1","Low value","159.00"
"18224","United Kingdom","158.95","2011-03-21 10:30:00","1","Low value","158.95"
"13937","United Kingdom","158.85","2011-06-23 16:35:00","1","Low value","158.85"
"17165","United Kingdom","158.68","2011-02-28 16:39:00","1","Low value","158.68"
"15160","United Kingdom","158.16","2010-12-17 14:15:00","1","Low value","158.16"
"15348","United Kingdom","158.04","2011-09-28 13:17:00","1","Low value","158.04"
"15988","United Kingdom","158.03","2011-11-20 13:23:00","1","Low value","158.03"
"17556","United Kingdom","157.90","2011-05-18 10:48:00","1","Low value","157.90"
"14799","United Kingdom","157.70","2011-10-19 16:16:00","1","Low value","157.70"
"14148","United Kingdom","157.20","2011-04-20 12:02:00","1","Low value","157.20"
"17128","United Kingdom","157.09","2011-01-09 12:02:00","1","Low value","157.09"
"14585","United Kingdom","157.05","2011-10-20 14:33:00","1","Low value","157.05"
"17118","United Kingdom","157.02","2011-01-26 12:19:00","1","Low value","157.02"
"15007","United Kingdom","156.91","2011-07-03 16:00:00","1","Low value","156.91"
"14406","United Kingdom","156.75","2011-08-12 16:54:00","1","Low value","156.75"
"15438","United Kingdom","156.58","2011-07-31 14:19:00","1","Low value","156.58"
"15263","United Kingdom","156.51","2011-08-25 10:26:00","1","Low value","156.51"
"13898","United Kingdom","155.93","2011-01-18 10:28:00","1","Low value","155.93"
"17871","United Kingdom","155.90","2011-05-19 11:32:00","1","Low value","155.90"
"17899","United Kingdom","155.80","2011-07-03 14:58:00","1","Low value","155.80"
"14813","United Kingdom","155.43","2010-12-05 11:57:00","2","Low value","77.72"
"17832","United Kingdom","155.37","2011-10-21 11:43:00","1","Low value","155.37"
"12738","Germany","155.35","2010-12-02 18:27:00","1","Low value","155.35"
"16720","United Kingdom","155.24","2011-11-13 16:22:00","1","Low value","155.24"
"15447","United Kingdom","155.17","2011-01-13 11:26:00","1","Low value","155.17"
"13809","Cyprus","155.05","2011-02-07 13:15:00","1","Low value","155.05"
"14368","United Kingdom","155.00","2011-01-24 09:52:00","1","Low value","155.00"
"14046","United Kingdom","154.99","2011-02-28 14:48:00","1","Low value","154.99"
"17698","United Kingdom","154.95","2011-03-24 11:34:00","1","Low value","154.95"
"15740","United Kingdom","154.88","2011-10-21 14:29:00","1","Low value","154.88"
"17026","United Kingdom","154.83","2011-06-07 14:28:00","2","Low value","77.42"
"15226","United Kingdom","154.41","2011-02-02 11:41:00","1","Low value","154.41"
"17517","United Kingdom","153.94","2011-02-04 11:48:00","1","Low value","153.94"
"17286","United Kingdom","153.92","2011-11-18 12:47:00","1","Low value","153.92"
"16351","United Kingdom","153.90","2011-01-11 10:26:00","1","Low value","153.90"
"12602","France","153.12","2011-10-12 11:22:00","1","Low value","153.12"
"17714","United Kingdom","153.00","2011-01-23 10:32:00","1","Low value","153.00"
"16248","United Kingdom","152.94","2011-10-09 11:32:00","1","Low value","152.94"
"17984","United Kingdom","152.68","2011-07-17 15:59:00","1","Low value","152.68"
"18138","United Kingdom","152.65","2011-02-17 14:51:00","1","Low value","152.65"
"14066","United Kingdom","152.55","2011-03-18 12:21:00","1","Low value","152.55"
"17707","United Kingdom","152.40","2011-06-07 15:03:00","2","Low value","76.20"
"13514","United Kingdom","152.20","2011-09-27 09:39:00","1","Low value","152.20"
"14039","United Kingdom","152.20","2011-11-06 13:48:00","1","Low value","152.20"
"17898","United Kingdom","152.06","2011-09-15 14:56:00","2","Low value","76.03"
"16617","United Kingdom","151.85","2011-04-18 10:35:00","1","Low value","151.85"
"16412","United Kingdom","151.83","2011-10-17 12:35:00","1","Low value","151.83"
"14208","United Kingdom","151.74","2011-09-06 12:48:00","1","Low value","151.74"
"13462","United Kingdom","151.50","2011-04-01 11:20:00","1","Low value","151.50"
"16461","United Kingdom","151.42","2011-06-15 12:07:00","1","Low value","151.42"
"13697","United Kingdom","151.30","2011-11-01 09:14:00","1","Low value","151.30"
"16337","United Kingdom","151.05","2011-11-03 10:03:00","1","Low value","151.05"
"14073","United Kingdom","151.04","2011-11-07 15:49:00","1","Low value","151.04"
"15717","United Kingdom","150.30","2011-04-19 13:21:00","1","Low value","150.30"
"17234","United Kingdom","149.89","2011-06-10 11:20:00","1","Low value","149.89"
"15869","United Kingdom","149.64","2011-03-07 17:23:00","2","Low value","74.82"
"17946","United Kingdom","149.58","2011-04-20 17:00:00","2","Low value","74.79"
"18262","United Kingdom","149.48","2011-07-22 16:04:00","1","Low value","149.48"
"15748","United Kingdom","149.31","2011-10-30 12:51:00","1","Low value","149.31"
"15435","United Kingdom","149.29","2011-11-17 16:39:00","1","Low value","149.29"
"13003","United Kingdom","149.05","2011-08-26 10:50:00","3","Low value","49.68"
"17549","United Kingdom","148.86","2011-11-16 09:59:00","2","Low value","74.43"
"15526","United Kingdom","148.44","2011-11-06 15:04:00","2","Low value","74.22"
"17859","United Kingdom","148.21","2011-02-08 10:32:00","1","Low value","148.21"
"14968","United Kingdom","147.59","2011-11-09 13:58:00","1","Low value","147.59"
"14098","United Kingdom","147.35","2011-11-03 10:13:00","1","Low value","147.35"
"14037","United Kingdom","147.20","2011-06-16 13:57:00","2","Low value","73.60"
"12864","United Kingdom","147.12","2011-07-24 13:03:00","1","Low value","147.12"
"15503","United Kingdom","147.09","2010-12-12 10:57:00","1","Low value","147.09"
"17030","United Kingdom","146.87","2011-10-07 08:49:00","1","Low value","146.87"
"14238","United Kingdom","146.85","2011-01-17 14:40:00","1","Low value","146.85"
"16893","United Kingdom","145.93","2010-12-08 12:06:00","1","Low value","145.93"
"12565","Saudi Arabia","145.92","2011-02-24 10:34:00","1","Low value","145.92"
"17935","United Kingdom","145.79","2011-07-24 13:18:00","2","Low value","72.90"
"13866","United Kingdom","145.67","2011-09-26 14:54:00","1","Low value","145.67"
"15937","United Kingdom","145.35","2011-10-06 15:48:00","1","Low value","145.35"
"16598","United Kingdom","145.05","2011-02-27 11:42:00","1","Low value","145.05"
"17524","United Kingdom","145.00","2010-12-13 14:32:00","1","Low value","145.00"
"16852","United Kingdom","144.91","2011-11-29 13:22:00","2","Low value","72.46"
"12974","United Kingdom","144.80","2011-05-26 09:33:00","1","Low value","144.80"
"14109","United Kingdom","144.20","2011-09-28 10:18:00","1","Low value","144.20"
"12587","Finland","144.00","2011-12-02 12:47:00","1","Low value","144.00"
"17186","United Kingdom","144.00","2011-10-24 10:20:00","2","Low value","72.00"
"17578","United Kingdom","143.46","2011-05-05 18:38:00","1","Low value","143.46"
"15705","United Kingdom","143.10","2011-05-22 15:37:00","1","Low value","143.10"
"16287","United Kingdom","142.50","2011-06-23 09:08:00","1","Low value","142.50"
"13299","United Kingdom","142.50","2011-03-16 12:55:00","1","Low value","142.50"
"13584","United Kingdom","142.40","2011-02-06 12:49:00","1","Low value","142.40"
"14386","United Kingdom","142.40","2011-02-16 09:45:00","1","Low value","142.40"
"13561","United Kingdom","141.86","2011-05-08 12:39:00","1","Low value","141.86"
"14041","United Kingdom","141.41","2011-03-18 13:25:00","1","Low value","141.41"
"15388","Canada","140.54","2011-03-14 13:53:00","1","Low value","140.54"
